Rk_x,Player,Pos,Age,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk_y,Tm_y,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
235,rodney hood,SG,26.0,CLE,45.0,1234.0,13.0,0.542,0.335,0.251,1.6,8.8,5.0,11.4,1.5,0.3,6.7,19.1,1.5,0.0,1.5,0.06,-0.1,-2.6,-2.7,-0.2,248,POR,3472887,,,,,,,3472887
235,rodney hood,SG,26.0,POR,25.0,612.0,11.5,0.56,0.392,0.18600000000000003,1.1,5.8,3.5,6.8,1.7,0.8,6.8,16.3,0.7,0.4,1.1,0.087,-0.1,-1.2,-1.3,0.1,248,POR,3472887,,,,,,,3472887
236,al horford,C,32.0,BOS,67.0,1947.0,20.1,0.604,0.284,0.128,6.6,18.4,12.5,21.0,1.4,3.9,11.8,18.8,4.4,2.9,7.3,0.18100000000000002,2.1,2.7,4.8,3.4,13,BOS,28928710,30123015,,,,,Cap Space,28928710
237,danuel house,SF,25.0,HOU,37.0,933.0,12.3,0.648,0.705,0.295,2.9,13.0,7.8,5.9,1.0,0.9,11.4,14.3,1.6,0.6,2.2,0.113,0.4,-1.2,-0.8,0.3,,,,,,,,,,
238,dwight howard,C,33.0,WAS,9.0,230.0,17.4,0.638,0.0,0.696,11.2,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2,53,BRK,18919725,,,,,,,18919725
238,dwight howard,C,33.0,WAS,9.0,230.0,17.4,0.638,0.0,0.696,11.2,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2,205,WAS,5337000,5603850,,,,,MLE,5337000
239,kevin huerter,SG,20.0,ATL,73.0,1993.0,10.0,0.528,0.5379999999999999,0.08800000000000001,3.0,9.6,6.2,14.3,1.5,1.0,13.7,15.7,0.6,0.7,1.3,0.031,-1.0,-1.1,-2.1,-0.1,324,ATL,2250960,2636280,2761920,4253357,,,1st Round Pick,4887240
240,isaac humphries,C,21.0,ATL,3.0,38.0,-1.0,0.25,0.5,0.0,5.4,11.3,8.3,0.0,1.2,0.0,0.0,15.0,-0.1,0.0,-0.1,-0.129,-9.1,-5.5,-14.6,-0.1,563,ATL,47371,,,,,,,47371
241,chandler hutchison,SF,22.0,CHI,44.0,895.0,8.8,0.507,0.239,0.182,3.7,18.9,11.3,5.3,1.2,0.6,10.0,12.2,0.0,0.6,0.6,0.03,-3.9,-0.4,-4.3,-0.5,346,CHI,1991520,2332320,2443440,4019459,,,1st Round Pick,4323840
242,serge ibaka,C,29.0,TOR,73.0,1991.0,18.8,0.585,0.195,0.205,8.5,23.4,16.1,7.8,0.7,4.2,10.7,22.7,2.9,3.2,6.1,0.147,-0.6,1.2,0.6,1.3,39,TOR,21666667,23271604,,,,,Cap space,44938271
243,andre iguodala,SF,35.0,GSW,67.0,1556.0,13.3,0.597,0.473,0.22899999999999998,3.4,13.4,8.6,16.7,1.9,2.8,13.7,10.2,2.5,1.8,4.3,0.133,0.3,1.9,2.2,1.7,70,GSW,16000000,17185185,,,,,Bird Rights,33185185
244,ersan ilyasova,PF,31.0,MIL,65.0,1189.0,12.2,0.557,0.418,0.18100000000000002,8.6,15.8,12.4,5.6,1.3,1.4,10.1,15.7,1.3,1.8,3.2,0.128,-1.0,0.1,-0.9,0.3,177,MIL,7000000,7000000,7000000,,,,MLE,14000000
245,joe ingles,PF,31.0,UTA,79.0,2484.0,13.4,0.581,0.596,0.153,1.5,12.2,6.9,25.7,1.8,0.6,18.3,17.5,2.3,3.6,5.9,0.114,0.9,0.8,1.8,2.4,96,UTA,13045455,11954546,10863637,,,,Bird Rights,35863638
246,andre ingram,SG,33.0,LAL,4.0,15.0,-11.9,0.0,0.5,0.0,7.0,6.7,6.9,0.0,3.1,0.0,14.3,19.3,-0.1,0.0,-0.1,-0.409,-17.0,-3.0,-20.0,-0.1,546,LAL,76236,,,,,,,76236
247,brandon ingram,SF,21.0,LAL,52.0,1760.0,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2.0,0.054000000000000006,-2.2,-0.6,-2.8,-0.4,194,LAL,5757120,7265485,,,,,1st Round pick,13022605
248,kyrie irving,PG,26.0,BOS,66.0,2179.0,24.4,0.5920000000000001,0.35,0.2,3.4,12.8,8.1,35.1,2.3,1.3,11.3,29.6,6.2,2.9,9.1,0.2,6.1,0.4,6.4,4.7,45,BOS,20099189,21329750,,,,,Bird Rights,20099189
249,jonathan isaac,PF,21.0,ORL,74.0,1974.0,13.0,0.536,0.433,0.222,5.3,16.9,11.0,5.8,1.4,4.1,10.1,16.4,0.9,3.0,3.9,0.096,-1.9,2.0,0.1,1.1,216,ORL,4969080,5806440,7362566,,,,1st Round Pick,10775520
250,wesley iwundu,SF,24.0,ORL,66.0,1191.0,8.6,0.532,0.287,0.389,3.3,13.2,8.2,7.7,1.1,1.4,12.2,12.9,0.5,1.3,1.8,0.073,-3.4,0.6,-2.8,-0.2,423,ORL,1378242,1618520,,,,,,1378242
251,demetrius jackson,PG,24.0,PHI,6.0,39.0,21.0,0.6559999999999999,0.4,0.267,5.6,2.6,4.1,19.6,2.4,0.0,5.6,19.1,0.2,0.0,0.2,0.23199999999999998,4.4,-3.4,1.0,0.0,538,BOS,92857,92857,92857,92857,92857,,,557142
252,frank jackson,PG,20.0,NOP,61.0,1169.0,9.4,0.517,0.37799999999999995,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,0.1,0.4,0.5,0.019,-2.2,-2.8,-5.0,-0.9,417,NOP,1378242,1618520,,,,,MLE,1884242
253,jaren jackson,PF,19.0,MEM,58.0,1515.0,16.4,0.591,0.24100000000000002,0.33399999999999996,5.3,15.1,10.1,7.2,1.7,5.1,12.7,22.8,1.1,2.2,3.3,0.106,-1.4,1.4,0.1,0.8,193,MEM,5915040,6927480,7257360,9180560,,,1st Round Pick,12842520
254,josh jackson,SG,21.0,PHO,77.0,1915.0,10.7,0.49,0.263,0.255,3.7,15.7,9.6,14.2,1.8,2.3,15.8,24.0,-2.6,1.1,-1.5,-0.037000000000000005,-4.2,-0.5,-4.8,-1.3,189,PHO,6041520,7059480,8930242,,,,1st Round Pick,13101000
255,justin jackson,SF,23.0,TOT,78.0,1539.0,11.0,0.55,0.511,0.16699999999999998,2.8,11.5,7.1,8.2,0.9,0.8,5.2,14.2,1.7,0.9,2.7,0.083,-0.6,-1.1,-1.7,0.1,276,DAL,2807880,3280920,5029650,,,,1st Round Pick,6088800
255,justin jackson,SF,23.0,SAC,52.0,1083.0,10.1,0.546,0.539,0.16899999999999998,2.3,11.8,6.9,8.1,1.0,1.0,6.5,12.9,1.0,0.7,1.7,0.07400000000000001,-0.9,-0.7,-1.6,0.1,276,DAL,2807880,3280920,5029650,,,,1st Round Pick,6088800
255,justin jackson,SF,23.0,DAL,26.0,456.0,13.3,0.557,0.461,0.16399999999999998,3.8,11.0,7.4,8.6,0.9,0.2,2.7,17.1,0.7,0.3,1.0,0.10400000000000001,0.1,-2.0,-1.9,0.0,276,DAL,2807880,3280920,5029650,,,,1st Round Pick,6088800
256,reggie jackson,PG,28.0,DET,79.0,2219.0,15.1,0.5489999999999999,0.451,0.22699999999999998,2.0,8.4,5.1,24.3,1.2,0.3,11.5,24.3,3.0,1.7,4.7,0.10300000000000001,1.7,-2.1,-0.4,0.9,64,DET,17043478,18086956,,,,,Bird Rights,35130434
257,lebron james,SF,34.0,LAL,55.0,1937.0,25.6,0.588,0.299,0.382,3.1,21.3,12.4,39.5,1.7,1.4,13.3,31.6,4.7,2.6,7.2,0.179,6.2,1.8,8.0,4.9,4,LAL,35654150,37436858,39219565,41002273,,,,113310573
258,amile jefferson,PF,25.0,ORL,11.0,44.0,25.4,0.677,0.0,0.667,9.6,24.6,17.0,6.7,2.2,5.7,0.0,15.4,0.2,0.1,0.3,0.317,0.7,2.9,3.6,0.1,,,,,,,,,,
259,john jenkins,SG,27.0,TOT,23.0,263.0,7.7,0.486,0.5479999999999999,0.179,1.2,8.6,4.8,10.0,0.0,0.6,8.1,16.0,0.0,0.0,-0.1,-0.011000000000000001,-3.1,-3.8,-6.9,-0.3,530,NYK,99290,,,,,,,198580
259,john jenkins,SG,27.0,TOT,23.0,263.0,7.7,0.486,0.5479999999999999,0.179,1.2,8.6,4.8,10.0,0.0,0.6,8.1,16.0,0.0,0.0,-0.1,-0.011000000000000001,-3.1,-3.8,-6.9,-0.3,531,NYK,99290,,,,,,,198580
259,john jenkins,SG,27.0,TOT,23.0,263.0,7.7,0.486,0.5479999999999999,0.179,1.2,8.6,4.8,10.0,0.0,0.6,8.1,16.0,0.0,0.0,-0.1,-0.011000000000000001,-3.1,-3.8,-6.9,-0.3,532,WAS,99290,,,,,,,99290
259,john jenkins,SG,27.0,WAS,4.0,14.0,20.5,1.5,1.0,0.0,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,0.1,0.0,0.1,0.20199999999999999,7.4,-5.3,2.2,0.0,530,NYK,99290,,,,,,,198580
259,john jenkins,SG,27.0,WAS,4.0,14.0,20.5,1.5,1.0,0.0,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,0.1,0.0,0.1,0.20199999999999999,7.4,-5.3,2.2,0.0,531,NYK,99290,,,,,,,198580
259,john jenkins,SG,27.0,WAS,4.0,14.0,20.5,1.5,1.0,0.0,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,0.1,0.0,0.1,0.20199999999999999,7.4,-5.3,2.2,0.0,532,WAS,99290,,,,,,,99290
259,john jenkins,SG,27.0,NYK,19.0,249.0,6.9,0.46299999999999997,0.537,0.183,1.2,8.7,4.8,10.0,0.0,0.7,8.3,16.5,-0.1,0.0,-0.1,-0.023,-3.7,-3.7,-7.4,-0.3,530,NYK,99290,,,,,,,198580
259,john jenkins,SG,27.0,NYK,19.0,249.0,6.9,0.46299999999999997,0.537,0.183,1.2,8.7,4.8,10.0,0.0,0.7,8.3,16.5,-0.1,0.0,-0.1,-0.023,-3.7,-3.7,-7.4,-0.3,531,NYK,99290,,,,,,,198580
259,john jenkins,SG,27.0,NYK,19.0,249.0,6.9,0.46299999999999997,0.537,0.183,1.2,8.7,4.8,10.0,0.0,0.7,8.3,16.5,-0.1,0.0,-0.1,-0.023,-3.7,-3.7,-7.4,-0.3,532,WAS,99290,,,,,,,99290
260,jonas jerebko,PF,31.0,GSW,70.0,1174.0,13.4,0.591,0.5329999999999999,0.237,6.7,18.4,12.8,9.9,1.0,1.2,10.1,15.1,2.0,1.2,3.2,0.131,0.6,-0.7,-0.1,0.6,332,GSW,2165481,,,,,,Minimum Salary,2165481
261,alize johnson,PF,22.0,IND,13.0,39.0,-2.2,0.235,0.182,0.364,2.9,19.5,11.4,0.0,0.0,2.3,0.0,14.3,-0.1,0.0,-0.1,-0.107,-12.4,-3.7,-16.1,-0.1,472,IND,838464,1416852,,,,,Minimum Salary,838464
262,amir johnson,C,31.0,PHI,49.0,487.0,12.5,0.579,0.259,0.252,9.2,19.0,14.2,16.5,1.5,1.8,22.1,17.5,0.3,0.6,0.9,0.08900000000000001,-1.6,0.7,-1.0,0.1,302,PHI,2393887,,,,,,Minimum Salary,2393887
263,b.j. johnson,SF,23.0,ATL,6.0,43.0,14.1,0.622,0.375,0.125,4.8,15.0,9.8,0.0,2.2,0.0,10.6,17.9,0.0,0.0,0.1,0.076,-3.0,-5.3,-8.4,-0.1,537,ATL,94742,,,,,,,94742
263,b.j. johnson,SF,23.0,ATL,6.0,43.0,14.1,0.622,0.375,0.125,4.8,15.0,9.8,0.0,2.2,0.0,10.6,17.9,0.0,0.0,0.1,0.076,-3.0,-5.3,-8.4,-0.1,553,SAC,47371,,,,,,,47371
264,james johnson,PF,31.0,MIA,52.0,1102.0,10.9,0.518,0.39299999999999996,0.175,2.0,14.2,8.1,16.5,1.5,2.1,14.5,17.9,0.0,1.4,1.4,0.061,-2.4,0.8,-1.7,0.1,83,MIA,14651700,15349400,16047100,,,,Cap space,30001100
265,stanley johnson,SF,22.0,TOT,66.0,1208.0,9.6,0.485,0.489,0.145,3.0,16.9,9.7,10.6,2.4,1.0,14.7,19.4,-1.1,1.6,0.5,0.02,-3.2,0.5,-2.6,-0.2,236,NOP,3940402,,,,,,1st round pick,3940402
265,stanley johnson,SF,22.0,DET,48.0,961.0,9.8,0.48200000000000004,0.519,0.146,2.7,17.7,10.0,9.4,2.5,1.1,12.9,19.1,-0.7,1.4,0.6,0.032,-3.0,0.9,-2.1,0.0,236,NOP,3940402,,,,,,1st round pick,3940402
265,stanley johnson,SF,22.0,NOP,18.0,247.0,8.9,0.496,0.374,0.14300000000000002,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.027000000000000003,-3.8,-0.9,-4.7,-0.2,236,NOP,3940402,,,,,,1st round pick,3940402
266,tyler johnson,PG,26.0,TOT,57.0,1529.0,12.5,0.532,0.494,0.24100000000000002,2.4,9.9,6.1,15.9,1.7,1.6,11.7,18.5,0.9,1.4,2.3,0.07200000000000001,-0.6,-0.4,-1.0,0.4,48,PHO,19245370,19245370,,,,,Cap Space,19245370
266,tyler johnson,PG,26.0,MIA,44.0,1123.0,12.3,0.54,0.509,0.21899999999999997,1.8,9.7,5.8,14.9,1.7,1.7,12.5,19.2,0.5,1.3,1.8,0.075,-0.7,-0.1,-0.8,0.3,48,PHO,19245370,19245370,,,,,Cap Space,19245370
266,tyler johnson,PG,26.0,PHO,13.0,406.0,12.8,0.506,0.44799999999999995,0.312,4.0,10.3,7.1,18.6,1.6,1.2,9.0,16.5,0.4,0.1,0.5,0.063,-0.3,-1.3,-1.6,0.0,48,PHO,19245370,19245370,,,,,Cap Space,19245370
267,wesley johnson,SF,31.0,TOT,38.0,534.0,5.5,0.469,0.594,0.14800000000000002,2.4,11.7,7.1,5.3,1.2,1.9,11.7,12.0,-0.3,0.3,0.0,0.001,-3.6,-0.7,-4.3,-0.3,188,WAS,6134520,,,,,,Cap Space,6134520
267,wesley johnson,SF,31.0,NOP,26.0,377.0,6.9,0.517,0.568,0.102,2.8,12.0,7.4,5.2,1.5,1.5,11.5,11.3,0.0,0.2,0.3,0.033,-2.5,-0.4,-2.9,-0.1,188,WAS,6134520,,,,,,Cap Space,6134520
267,wesley johnson,SF,31.0,WAS,12.0,157.0,2.0,0.37200000000000005,0.65,0.25,1.4,11.3,6.2,5.6,0.6,2.7,11.9,13.6,-0.3,0.0,-0.2,-0.075,-6.3,-1.5,-7.7,-0.2,188,WAS,6134520,,,,,,Cap Space,6134520
268,nikola jokic,C,23.0,DEN,78.0,2451.0,26.6,0.593,0.22399999999999998,0.29600000000000004,9.8,27.6,18.7,37.5,2.1,2.0,15.5,27.3,7.7,4.2,11.9,0.23199999999999998,5.9,3.8,9.8,7.3,27,DEN,24605181,26573595,28542009,30510423,32478837,,,142710045
269,damian jones,C,23.0,GSW,24.0,410.0,15.4,0.72,0.0,0.5,8.5,11.0,9.8,8.8,1.4,5.1,15.1,11.1,1.0,0.5,1.5,0.17300000000000001,0.5,2.4,3.0,0.5,395,GSW,1544951,2305057,,,,,1st Round pick,3850008
270,derrick jones,SF,21.0,MIA,57.0,1088.0,14.3,0.556,0.28800000000000003,0.36200000000000004,9.2,13.7,11.4,4.8,2.1,3.4,10.4,15.9,1.1,1.6,2.8,0.122,-1.2,1.6,0.4,0.7,411,MIA,1512601,1645357,,,,,Minimum Salary,1512601
271,jalen jones,SF,25.0,CLE,16.0,214.0,11.7,0.5479999999999999,0.452,0.435,5.5,12.4,8.8,4.8,2.1,0.8,9.8,16.7,0.2,0.1,0.3,0.057,-1.2,-2.1,-3.3,-0.1,,,,,,,,,,
272,jemerrio jones,SF,23.0,LAL,4.0,59.0,10.4,0.34600000000000003,0.33299999999999996,0.133,12.5,18.8,15.7,10.6,3.2,2.8,15.9,13.3,-0.1,0.1,0.0,0.033,-4.2,3.5,-0.7,0.0,,,,,,,,,,
273,terrence jones,PF,27.0,HOU,2.0,5.0,-15.8,0.225,0.5,0.25,0.0,90.7,44.3,0.0,0.0,0.0,18.4,47.3,-0.1,0.0,-0.1,-0.662,-36.1,-16.2,-52.3,-0.1,515,HOU,198580,,,,,,,198580
274,tyus jones,PG,22.0,MIN,65.0,1463.0,13.6,0.493,0.285,0.156,1.7,7.7,4.6,27.2,2.6,0.3,9.4,14.1,1.9,0.9,2.8,0.091,-0.4,-1.3,-1.7,0.1,298,MIN,2444053,,,,,,1st Round pick,2444053
275,deandre jordan,C,30.0,TOT,69.0,2047.0,19.1,0.674,0.0,0.5920000000000001,11.7,35.3,23.5,11.6,1.0,3.0,21.4,15.0,4.0,3.1,7.1,0.16699999999999998,-0.9,3.3,2.4,2.3,37,NYK,22900000,,,,,,,22900000
275,deandre jordan,C,30.0,DAL,50.0,1554.0,18.1,0.672,0.0,0.613,11.2,36.0,23.7,9.5,1.0,2.9,21.3,14.4,2.7,2.5,5.3,0.163,-1.4,3.4,2.0,1.6,37,NYK,22900000,,,,,,,22900000
275,deandre jordan,C,30.0,NYK,19.0,493.0,22.1,0.6809999999999999,0.0,0.537,13.3,33.2,23.0,18.2,0.9,3.4,21.6,16.8,1.3,0.6,1.8,0.18,0.7,2.9,3.6,0.7,37,NYK,22900000,,,,,,,22900000
276,cory joseph,PG,27.0,IND,80.0,2023.0,10.9,0.47200000000000003,0.312,0.077,2.1,12.6,7.5,20.7,2.2,0.9,12.7,13.6,0.5,2.9,3.4,0.08,-2.0,1.5,-0.5,0.8,161,IND,7945000,,,,,,Cap Space,7945000
277,frank kaminsky,C,25.0,CHO,44.0,686.0,16.4,0.578,0.47,0.33299999999999996,5.8,18.3,11.9,12.8,0.8,1.4,10.7,21.7,1.1,0.4,1.5,0.106,0.8,-1.9,-1.1,0.2,243,CHO,3627842,,,,,,1st round pick,3627842
278,enes kanter,C,26.0,TOT,65.0,1576.0,22.4,0.596,0.05,0.28800000000000003,16.1,26.2,21.1,12.3,0.9,1.4,13.1,23.0,3.8,1.4,5.2,0.159,1.5,-0.2,1.3,1.3,54,NYK,18622514,,,,,,,18622514
278,enes kanter,C,26.0,TOT,65.0,1576.0,22.4,0.596,0.05,0.28800000000000003,16.1,26.2,21.1,12.3,0.9,1.4,13.1,23.0,3.8,1.4,5.2,0.159,1.5,-0.2,1.3,1.3,484,POR,653556,,,,,,,653556
278,enes kanter,C,26.0,NYK,44.0,1128.0,21.8,0.585,0.047,0.276,15.5,27.7,21.4,13.0,0.8,1.3,13.1,22.8,2.4,0.9,3.3,0.142,1.1,-0.2,0.8,0.8,54,NYK,18622514,,,,,,,18622514
278,enes kanter,C,26.0,NYK,44.0,1128.0,21.8,0.585,0.047,0.276,15.5,27.7,21.4,13.0,0.8,1.3,13.1,22.8,2.4,0.9,3.3,0.142,1.1,-0.2,0.8,0.8,484,POR,653556,,,,,,,653556
278,enes kanter,C,26.0,POR,21.0,448.0,24.1,0.622,0.057999999999999996,0.317,17.8,22.4,20.1,10.4,1.3,1.6,13.3,23.4,1.4,0.5,1.9,0.204,2.8,-0.2,2.6,0.5,54,NYK,18622514,,,,,,,18622514
278,enes kanter,C,26.0,POR,21.0,448.0,24.1,0.622,0.057999999999999996,0.317,17.8,22.4,20.1,10.4,1.3,1.6,13.3,23.4,1.4,0.5,1.9,0.204,2.8,-0.2,2.6,0.5,484,POR,653556,,,,,,,653556
279,luke kennard,SG,22.0,DET,60.0,1363.0,11.6,0.551,0.507,0.115,0.9,13.3,6.9,12.2,0.9,0.6,9.1,17.8,1.1,1.2,2.2,0.079,-0.8,-1.0,-1.8,0.1,259,DET,3275280,3827160,5273826,,,,1st Round Pick,7102440
280,michael kidd-gilchrist,PF,25.0,CHO,63.0,1178.0,13.3,0.5529999999999999,0.142,0.37,7.9,14.8,11.2,7.4,1.3,2.9,10.0,15.6,1.5,1.0,2.4,0.1,-1.6,0.4,-1.2,0.2,98,CHO,13000000,13000000,,,,,1st Round Pick,13000000
281,george king,SF,25.0,PHO,1.0,6.0,1.9,,,,0.0,18.8,9.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.001,-8.8,-1.8,-10.5,0.0,,,,,,,,,,
282,maxi kleber,PF,27.0,DAL,70.0,1482.0,13.2,0.5770000000000001,0.564,0.187,6.5,16.5,11.6,6.8,1.2,4.4,11.1,13.6,1.6,1.8,3.4,0.111,-0.7,2.2,1.6,1.3,434,DAL,1378242,,,,,,Minimum Salary,1378242
283,brandon knight,PG,27.0,TOT,37.0,679.0,8.8,0.48200000000000004,0.508,0.113,1.4,7.5,4.3,14.9,1.3,0.1,9.4,17.7,0.0,0.0,0.0,0.0,-1.8,-3.3,-5.1,-0.5,84,CLE,14631250,15643750,,,,,,30275000
283,brandon knight,PG,27.0,HOU,12.0,118.0,0.8,0.34700000000000003,0.6809999999999999,0.23399999999999999,0.9,7.7,4.2,10.7,0.8,0.0,8.8,20.9,-0.3,0.0,-0.3,-0.113,-6.8,-4.4,-11.2,-0.3,84,CLE,14631250,15643750,,,,,,30275000
283,brandon knight,PG,27.0,CLE,25.0,561.0,10.5,0.518,0.466,0.084,1.5,7.4,4.3,15.8,1.4,0.2,9.6,17.1,0.3,0.0,0.3,0.024,-0.7,-3.1,-3.8,-0.3,84,CLE,14631250,15643750,,,,,,30275000
284,kevin knox,PF,19.0,NYK,72.0,2063.0,8.6,0.47700000000000004,0.39299999999999996,0.24100000000000002,2.9,13.2,7.9,5.6,1.0,0.9,10.2,22.2,-2.1,0.8,-1.3,-0.03,-3.6,-2.5,-6.0,-2.1,239,NYK,3739920,4380120,4588680,5845978,,,1st Round Pick,8120040
285,furkan korkmaz,SG,21.0,PHI,46.0,654.0,11.7,0.5329999999999999,0.594,0.179,2.7,14.0,8.5,10.9,2.0,0.2,9.0,17.8,0.4,0.7,1.1,0.08199999999999999,-0.6,-1.4,-2.0,0.0,363,PHI,1740000,,,,,,1st Round Pick,1740000
286,luke kornet,PF,23.0,NYK,43.0,681.0,14.7,0.535,0.6829999999999999,0.177,3.4,14.2,8.7,10.5,1.8,4.0,8.2,18.3,0.6,0.6,1.2,0.08199999999999999,0.1,0.2,0.4,0.4,384,NYK,1619000,,,,,,,1619000
287,kyle korver,SG-PF,37.0,TOT,70.0,1334.0,11.3,0.5820000000000001,0.72,0.151,0.7,12.4,6.6,8.9,0.9,0.7,10.3,18.5,1.0,1.3,2.3,0.084,0.0,-1.4,-1.5,0.2,164,UTA,7560000,7500000,,,,,Bird Rights,11000000
287,kyle korver,PF,37.0,CLE,16.0,251.0,11.3,0.65,0.711,0.21100000000000002,0.0,13.4,6.4,10.1,0.6,0.7,17.0,17.4,0.2,0.0,0.2,0.044000000000000004,-0.3,-3.4,-3.6,-0.1,164,UTA,7560000,7500000,,,,,Bird Rights,11000000
287,kyle korver,SG,37.0,UTA,54.0,1083.0,11.2,0.569,0.722,0.14,0.9,12.2,6.6,8.6,1.0,0.7,8.9,18.7,0.8,1.3,2.1,0.09300000000000001,0.0,-1.0,-0.9,0.3,164,UTA,7560000,7500000,,,,,Bird Rights,11000000
288,kosta koufos,C,29.0,SAC,42.0,502.0,12.3,0.47700000000000004,0.0,0.157,10.4,26.2,18.2,9.6,1.4,3.1,14.2,15.7,0.0,0.7,0.7,0.064,-4.3,1.9,-2.4,-0.1,145,SAC,8739500,,,,,,Cap Space,8739500
289,rodions kurucs,SF,20.0,BRK,61.0,1250.0,11.0,0.556,0.41,0.20800000000000002,4.2,15.2,9.7,6.0,1.5,1.6,14.1,18.1,0.1,1.4,1.5,0.059000000000000004,-2.5,0.2,-2.3,-0.1,385,BRK,1618320,1699236,1780152,1861068,,,,5097708
290,kyle kuzma,PF,23.0,LAL,70.0,2314.0,14.0,0.546,0.38799999999999996,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.8,1.2,1.9,3.1,0.064,-0.4,-1.4,-1.8,0.1,368,LAL,1689840,1974600,3562178,,,,1st Round Pick,3664440
291,skal labissiere,PF,22.0,TOT,21.0,136.0,7.1,0.504,0.344,0.406,3.8,17.8,10.7,9.2,1.0,3.1,19.3,14.2,-0.1,0.1,0.1,0.019,-5.0,0.5,-4.5,-0.1,393,POR,1544951,2338847,,,,,1st Round pick,3883798
291,skal labissiere,PF,22.0,SAC,13.0,113.0,7.0,0.517,0.36700000000000005,0.36700000000000005,3.6,18.6,10.9,6.8,0.8,2.3,16.7,15.3,-0.1,0.1,0.0,0.02,-4.7,-0.4,-5.1,-0.1,393,POR,1544951,2338847,,,,,1st Round pick,3883798
291,skal labissiere,PF,22.0,POR,8.0,23.0,8.0,0.34700000000000003,0.0,1.0,4.7,13.6,9.3,21.0,2.1,7.0,41.0,9.0,0.0,0.0,0.0,0.012,-6.2,5.0,-1.2,0.0,393,POR,1544951,2338847,,,,,1st Round pick,3883798
292,jeremy lamb,SG,26.0,CHO,76.0,2163.0,16.8,0.544,0.33299999999999996,0.258,3.1,18.0,10.4,11.7,1.9,1.2,6.9,22.5,2.8,1.9,4.7,0.10400000000000001,0.3,-0.6,-0.3,0.9,165,CHO,7488372,,,,,,Rookie scale extension,7488372
293,zach lavine,SG,23.0,CHI,63.0,2171.0,18.7,0.574,0.28300000000000003,0.33,2.0,12.9,7.4,22.6,1.3,1.0,14.2,30.5,1.7,1.1,2.9,0.063,1.8,-1.7,0.0,1.1,47,CHI,19500000,19500000,19500000,19500000,,,,78000000
294,jake layman,SF,24.0,POR,68.0,1258.0,14.0,0.602,0.434,0.16399999999999998,4.9,12.7,8.9,5.7,1.2,1.9,8.9,15.9,2.0,1.1,3.1,0.11900000000000001,0.7,-0.5,0.2,0.7,397,POR,1544951,,,,,,Cap Space,1544951
295,t.j. leaf,PF,21.0,IND,56.0,469.0,15.7,0.557,0.18100000000000002,0.163,9.2,17.4,13.4,6.9,0.7,3.2,6.5,17.1,0.6,0.7,1.3,0.133,-1.6,0.0,-1.6,0.1,300,IND,2407560,2813280,4326825,,,,1st Round Pick,5220840
296,courtney lee,SG,33.0,TOT,32.0,391.0,10.1,0.483,0.42700000000000005,0.179,2.4,11.0,6.6,12.8,2.3,0.7,9.3,15.3,0.0,0.3,0.4,0.044000000000000004,-2.6,-0.3,-3.0,-0.1,106,DAL,12253780,12759670,,,,,Cap Space,25013450
296,courtney lee,SG,33.0,NYK,12.0,160.0,13.7,0.527,0.34,0.298,3.8,14.1,8.8,15.1,2.4,1.1,8.6,15.5,0.2,0.1,0.3,0.086,-1.1,-0.1,-1.3,0.0,106,DAL,12253780,12759670,,,,,Cap Space,25013450
296,courtney lee,SG,33.0,DAL,20.0,231.0,7.6,0.452,0.486,0.1,1.4,8.8,5.1,11.3,2.3,0.4,9.9,15.1,-0.1,0.2,0.1,0.015,-3.7,-0.5,-4.2,-0.1,106,DAL,12253780,12759670,,,,,Cap Space,25013450
297,damion lee,SG,26.0,GSW,29.0,313.0,10.2,0.568,0.54,0.15,2.5,13.7,8.4,2.9,1.8,0.0,8.6,15.9,0.1,0.3,0.4,0.069,-1.8,-2.5,-4.4,-0.2,,,,,,,,,,
298,walt lemon,PG,26.0,CHI,4.0,121.0,16.7,0.456,0.051,0.136,0.9,14.6,7.7,32.7,4.4,0.7,10.1,25.1,-0.1,0.2,0.1,0.032,-2.0,1.0,-1.0,0.0,,,,,,,,,,
