Rk_x,Player,Pos,Age,Tm_x,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Rk_y,Tm_y,year0,year1,year2,year3,year4,year5,Signed Using, Guaranteed 
113,pat connaughton,SG,26.0,MIL,59.0,1219.0,13.5,0.57,0.569,0.12,5.1,15.1,10.4,12.5,1.2,1.7,7.9,13.1,2.0,1.8,3.8,0.149,0.4,1.2,1.6,1.1,376,MIL,1641000,1719000,,,,,,1641000
114,quinn cook,PG,25.0,GSW,71.0,989.0,13.1,0.565,0.46799999999999997,0.054000000000000006,2.4,13.3,8.1,15.0,1.0,0.3,10.0,20.0,1.0,0.7,1.7,0.083,-0.2,-2.5,-2.7,-0.2,403,GSW,1544951,,,,,,,1544951
115,demarcus cousins,C,28.0,GSW,28.0,713.0,22.2,0.574,0.24600000000000002,0.391,6.6,26.4,16.9,20.2,2.5,5.1,14.1,27.7,1.0,1.4,2.5,0.166,0.7,3.5,4.2,1.1,206,GSW,5337000,,,,,,MLE,5337000
116,robert covington,SF,28.0,TOT,35.0,1203.0,13.3,0.58,0.622,0.24600000000000002,2.5,14.5,8.5,5.2,2.9,3.2,10.5,15.6,0.9,1.6,2.5,0.10099999999999999,0.5,2.0,2.4,1.3,130,MIN,10464092,11301219,12138345,12975471,,,Cap Space,46879127
116,robert covington,SF,28.0,PHI,13.0,440.0,11.0,0.578,0.6579999999999999,0.19699999999999998,1.7,14.0,8.1,4.3,2.6,4.1,14.8,14.2,0.0,0.7,0.7,0.077,-1.3,2.5,1.3,0.4,130,MIN,10464092,11301219,12138345,12975471,,,Cap Space,46879127
116,robert covington,SF,28.0,MIN,22.0,763.0,14.7,0.58,0.604,0.26899999999999996,2.9,14.8,8.8,5.8,3.1,2.7,8.4,16.4,0.9,0.9,1.8,0.115,1.4,1.6,3.1,1.0,130,MIN,10464092,11301219,12138345,12975471,,,Cap Space,46879127
117,allen crabbe,SG,26.0,BRK,43.0,1133.0,7.7,0.519,0.6940000000000001,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.5,-0.2,0.9,0.8,0.032,-1.9,-0.6,-2.6,-0.2,57,BRK,18500000,18500000,,,,,Cap Space,18500000
118,torrey craig,SF,28.0,DEN,72.0,1446.0,10.2,0.5379999999999999,0.514,0.188,6.5,12.7,9.6,6.0,1.3,2.8,10.1,12.5,1.2,1.6,2.8,0.09300000000000001,-1.1,1.0,-0.2,0.7,344,DEN,2000000,2100000,,,,,MLE,4100000
119,jamal crawford,SG,38.0,PHO,62.0,1146.0,10.2,0.496,0.46299999999999997,0.24600000000000002,0.8,6.7,3.7,27.2,1.3,0.8,17.7,19.7,-0.4,0.1,-0.3,-0.013000000000000001,-2.9,-4.0,-6.9,-1.4,316,PHO,2393887,,,,,,,
119,jamal crawford,SG,38.0,PHO,62.0,1146.0,10.2,0.496,0.46299999999999997,0.24600000000000002,0.8,6.7,3.7,27.2,1.3,0.8,17.7,19.7,-0.4,0.1,-0.3,-0.013000000000000001,-2.9,-4.0,-6.9,-1.4,320,ATL,2304226,,,,,,,2304226
120,mitch creek,SF,26.0,BRK,4.0,36.0,21.5,0.573,0.1,0.7,14.7,14.5,14.6,20.2,1.3,0.0,0.0,15.3,0.2,0.0,0.2,0.256,3.3,-0.1,3.1,0.0,536,BRK,94742,,,,,,,94742
120,mitch creek,SF,26.0,BRK,4.0,36.0,21.5,0.573,0.1,0.7,14.7,14.5,14.6,20.2,1.3,0.0,0.0,15.3,0.2,0.0,0.2,0.256,3.3,-0.1,3.1,0.0,556,MIN,47371,,,,,,10-Day Contract,47371
121,jae crowder,SF,28.0,UTA,77.0,2102.0,12.0,0.535,0.657,0.245,3.2,15.6,9.5,8.8,1.5,1.1,8.7,19.1,1.1,3.1,4.2,0.096,0.0,0.5,0.5,1.3,169,UTA,7305825,7815533,,,,,Bird Rights,15121358
122,dante cunningham,PF,31.0,SAS,63.0,923.0,10.3,0.5920000000000001,0.41,0.115,5.7,16.3,11.0,6.8,1.4,1.2,11.8,8.9,1.0,0.8,1.9,0.09699999999999999,-0.9,0.7,-0.1,0.4,293,SAS,2500000,,,,,,Bi-annual Exception,2500000
123,seth curry,SG,28.0,POR,72.0,1349.0,11.1,0.591,0.54,0.11699999999999999,2.2,6.9,4.6,6.7,1.2,0.7,11.1,16.4,1.4,0.8,2.2,0.079,0.3,-1.8,-1.4,0.2,278,POR,2795000,,,,,,MLE,2795000
124,stephen curry,PG,30.0,GSW,67.0,2292.0,24.4,0.6409999999999999,0.606,0.217,2.2,14.2,8.5,24.3,1.9,0.9,11.6,30.4,7.1,2.4,9.5,0.2,7.8,-1.4,6.4,4.8,1,GSW,37457154,40231758,43006362,45780966,,,Bird Rights,166476240
125,troy daniels,SG,27.0,PHO,49.0,723.0,10.5,0.575,0.705,0.087,1.8,9.1,5.4,5.1,1.6,0.6,9.0,17.9,0.3,0.1,0.5,0.031,-0.6,-3.4,-3.9,-0.4,261,PHO,3258539,,,,,,Cap Space,3258539
126,anthony davis,C,25.0,NOP,56.0,1850.0,30.3,0.597,0.141,0.42200000000000004,9.9,27.6,18.8,19.1,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.248,4.7,3.8,8.5,4.9,24,NOP,25434263,27093019,28751775,,,,1st Round Pick,52527282
127,deyonta davis,C,22.0,ATL,7.0,102.0,14.3,0.647,0.053,0.316,8.1,26.4,17.1,5.3,1.4,4.2,12.2,9.8,0.2,0.1,0.3,0.128,-2.8,1.6,-1.3,0.0,396,SAC,1544951,,,,,,,1544951
127,deyonta davis,C,22.0,ATL,7.0,102.0,14.3,0.647,0.053,0.316,8.1,26.4,17.1,5.3,1.4,4.2,12.2,9.8,0.2,0.1,0.3,0.128,-2.8,1.6,-1.3,0.0,521,ATL,170916,,,,,,10-Day Contract,170916
128,ed davis,C,29.0,BRK,79.0,1411.0,17.3,0.632,0.006999999999999999,0.534,15.9,34.7,25.3,6.2,1.1,1.8,14.9,12.8,3.2,2.4,5.5,0.18899999999999997,-1.4,1.6,0.2,0.8,224,BRK,4449000,,,,,,Room Exception,4449000
129,tyler davis,C,21.0,OKC,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,51.7,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.473,-15.0,-20.6,-35.5,0.0,,,,,,,,,,
130,dewayne dedmon,C,29.0,ATL,64.0,1609.0,16.1,0.602,0.413,0.215,6.7,25.1,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.11900000000000001,-0.4,1.7,1.3,1.3,172,ATL,7200000,,,,,,Cap space,7200000
131,sam dekker,PF,24.0,TOT,45.0,733.0,14.0,0.537,0.225,0.195,6.9,13.7,10.2,8.6,2.3,0.8,7.9,16.2,0.7,0.4,1.1,0.075,-1.2,-0.8,-2.1,0.0,280,WAS,2760095,,,,,,1st Round pick,2760095
131,sam dekker,PF,24.0,CLE,9.0,169.0,14.0,0.544,0.271,0.20800000000000002,5.7,16.4,10.8,7.8,3.2,0.0,8.7,14.8,0.2,0.1,0.3,0.081,-1.0,-0.3,-1.3,0.0,280,WAS,2760095,,,,,,1st Round pick,2760095
131,sam dekker,PF,24.0,WAS,36.0,564.0,14.0,0.535,0.213,0.191,7.2,12.9,10.0,8.8,2.0,1.0,7.7,16.6,0.5,0.3,0.9,0.073,-1.3,-1.0,-2.3,0.0,280,WAS,2760095,,,,,,1st Round pick,2760095
132,angel delgado,C,24.0,LAC,2.0,15.0,4.3,0.255,0.0,0.4,14.6,13.7,14.1,0.0,3.1,0.0,0.0,16.5,0.0,0.0,0.0,-0.053,-8.6,-4.0,-12.7,0.0,,,,,,,,,,
133,matthew dellavedova,PG,28.0,TOT,48.0,812.0,11.1,0.532,0.537,0.215,0.8,9.9,5.2,31.8,0.8,0.2,20.4,17.8,0.5,0.0,0.5,0.028999999999999998,-1.3,-4.1,-5.4,-0.7,137,CLE,9607500,9607500,,,,,Cap Space,19215000
133,matthew dellavedova,PG,28.0,MIL,12.0,97.0,7.5,0.48200000000000004,0.579,0.21100000000000002,0.0,9.9,5.3,35.7,1.0,0.0,34.6,13.7,0.0,0.1,0.1,0.044000000000000004,-5.5,-3.0,-8.5,-0.2,137,CLE,9607500,9607500,,,,,Cap Space,19215000
133,matthew dellavedova,PG,28.0,CLE,36.0,715.0,11.6,0.537,0.534,0.215,0.9,9.9,5.2,31.3,0.8,0.2,18.9,18.4,0.5,-0.1,0.4,0.027000000000000003,-0.7,-4.2,-5.0,-0.5,137,CLE,9607500,9607500,,,,,Cap Space,19215000
134,luol deng,SF,33.0,MIN,22.0,392.0,14.6,0.588,0.373,0.297,5.4,14.6,9.9,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.10300000000000001,-0.2,-0.5,-0.6,0.1,86,LAL,14354067,4990000,4990000,4990000,,,,29324067
134,luol deng,SF,33.0,MIN,22.0,392.0,14.6,0.588,0.373,0.297,5.4,14.6,9.9,6.5,1.8,1.7,9.5,15.8,0.5,0.3,0.8,0.10300000000000001,-0.2,-0.5,-0.6,0.1,304,MIN,2393887,,,,,,,2393887
135,demar derozan,SG,29.0,SAS,75.0,2623.0,19.6,0.542,0.034,0.332,2.2,16.6,9.4,27.6,1.5,1.2,11.6,28.0,3.5,2.4,6.0,0.109,0.4,0.4,0.7,1.8,15,SAS,27739975,27739975,27739975,,,,Cap Space,55479950
136,marcus derrickson,PF,22.0,GSW,9.0,54.0,10.3,0.5429999999999999,0.583,0.16699999999999998,10.4,5.7,7.9,2.6,0.0,1.6,10.4,22.8,0.0,0.0,0.0,0.04,-1.0,-5.6,-6.7,-0.1,,,,,,,,,,
137,cheick diallo,PF,22.0,NOP,62.0,842.0,17.6,0.638,0.012,0.259,9.0,29.6,19.4,4.3,1.5,3.2,13.8,16.3,1.3,1.1,2.4,0.139,-2.4,0.3,-2.2,0.0,398,NOP,1544951,,,,,,Minimum Salary,1544951
138,hamidou diallo,SG,20.0,OKC,51.0,526.0,10.2,0.49700000000000005,0.145,0.358,7.2,12.0,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.07,-4.4,-0.4,-4.7,-0.4,463,OKC,838464,1416852,1663861,,,,MLE,2255316
139,gorgui dieng,C,29.0,MIN,73.0,953.0,18.2,0.5760000000000001,0.15,0.28800000000000003,8.2,24.3,16.2,9.7,2.2,3.6,11.3,19.0,1.5,1.3,2.7,0.138,-0.9,1.5,0.6,0.6,76,MIN,15170787,16229213,17287640,,,,1st Round Pick,48687640
140,spencer dinwiddie,PG,25.0,BRK,66.0,1863.0,16.5,0.581,0.44,0.43200000000000005,1.5,7.8,4.6,25.5,1.0,0.7,13.2,25.1,3.4,1.3,4.7,0.121,1.9,-2.2,-0.3,0.8,371,BRK,1656092,10600000,11400000,12300000,,,Minimum Salary,23656092
141,donte divincenzo,SG,22.0,MIL,27.0,411.0,9.1,0.507,0.669,0.09699999999999999,4.2,11.5,8.1,9.7,1.5,1.2,12.8,15.1,0.0,0.6,0.6,0.069,-1.9,0.1,-1.8,0.0,296,MIL,2481000,2905800,3044160,4675830,,,1st Round Pick,5386800
142,luka doncic,SG,19.0,DAL,71.0,2286.0,19.4,0.545,0.434,0.40700000000000003,3.9,21.6,12.8,31.3,1.6,0.9,15.0,30.6,2.1,2.7,4.7,0.099,2.8,1.1,3.9,3.4,181,DAL,6560640,7683360,8049360,10174391,,,1st Round Pick,14244000
143,tyler dorsey,SG,22.0,TOT,45.0,604.0,11.0,0.502,0.493,0.253,3.9,14.8,9.2,11.9,1.0,0.3,7.7,19.3,0.2,0.4,0.5,0.043,-1.7,-2.4,-4.1,-0.3,428,MEM,1378242,,,,,,Minimum Salary,1378242
143,tyler dorsey,SG,22.0,ATL,27.0,251.0,7.8,0.44799999999999995,0.43799999999999994,0.292,3.7,14.6,9.0,9.3,1.3,0.3,9.1,17.9,-0.2,0.1,-0.1,-0.01,-4.3,-2.7,-6.9,-0.3,428,MEM,1378242,,,,,,Minimum Salary,1378242
143,tyler dorsey,SG,22.0,MEM,18.0,353.0,13.2,0.5379999999999999,0.529,0.228,4.1,14.9,9.4,13.8,0.8,0.3,6.8,20.3,0.3,0.3,0.6,0.08199999999999999,0.1,-2.2,-2.2,0.0,428,MEM,1378242,,,,,,Minimum Salary,1378242
144,damyean dotson,SG,24.0,NYK,70.0,1902.0,11.1,0.529,0.491,0.146,1.8,12.3,6.9,10.0,1.5,0.4,8.4,17.5,0.8,0.8,1.6,0.04,-0.7,-1.4,-2.1,-0.1,425,NYK,1378242,1618520,,,,,Minimum Salary,1378242
145,pj dozier,SG,22.0,BOS,5.0,14.0,16.5,0.5,0.28600000000000003,0.0,15.2,30.6,22.9,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.12,-4.9,-9.4,-14.4,0.0,,,,,,,,,,
146,goran dragic,PG,32.0,MIA,33.0,911.0,14.6,0.53,0.385,0.243,2.0,9.9,5.9,26.9,1.5,0.5,12.9,24.4,0.8,0.9,1.7,0.087,0.5,-1.5,-1.1,0.2,58,MIA,18109175,19217900,,,,,Bird Rights,18109175
147,andre drummond,C,25.0,DET,76.0,2539.0,23.3,0.5539999999999999,0.037000000000000005,0.39,16.7,34.5,25.3,7.1,2.5,4.4,12.3,23.0,3.8,5.5,9.3,0.177,-0.8,3.5,2.7,3.0,25,DET,25434263,27093019,28751775,,,,Cap Space,52527282
148,jared dudley,PF,33.0,BRK,58.0,1193.0,7.8,0.555,0.622,0.19699999999999998,3.0,10.3,6.7,8.9,1.4,1.0,13.9,10.4,0.7,1.1,1.7,0.068,-1.7,0.9,-0.8,0.4,139,BRK,9530000,,,,,,Cap Space,9530000
149,kris dunn,PG,24.0,CHI,46.0,1389.0,12.4,0.484,0.19,0.136,1.5,13.3,7.3,29.9,2.4,1.3,16.2,20.1,-0.5,1.2,0.7,0.023,-2.0,0.3,-1.8,0.1,231,CHI,4221000,5348007,,,,,1st Round pick,9569007
150,kevin durant,PF,30.0,GSW,76.0,2655.0,24.0,0.628,0.281,0.36200000000000004,1.4,17.7,9.9,26.0,1.0,2.6,12.4,29.1,8.2,2.9,11.1,0.2,4.0,0.1,4.1,4.1,11,GSW,30000000,31500000,,,,,,30000000
151,trevon duval,PG,20.0,MIL,3.0,6.0,38.4,0.833,0.33299999999999996,0.0,0.0,16.0,8.5,58.9,0.0,0.0,0.0,21.0,0.1,0.0,0.1,0.5379999999999999,13.9,-4.1,9.7,0.0,,,,,,,,,,
152,vince edwards,SF,22.0,HOU,2.0,16.0,3.8,0.375,1.0,0.0,6.8,7.1,6.9,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,-0.015,-4.3,-5.5,-9.8,0.0,,,,,,,,,,
153,henry ellenson,PF,22.0,TOT,16.0,206.0,12.2,0.516,0.395,0.25,2.0,26.4,13.8,10.5,1.6,0.0,9.6,19.3,0.0,0.2,0.2,0.054000000000000006,-3.2,-1.5,-4.6,-0.1,355,DET,1857480,,,,,,,1857480
153,henry ellenson,PF,22.0,TOT,16.0,206.0,12.2,0.516,0.395,0.25,2.0,26.4,13.8,10.5,1.6,0.0,9.6,19.3,0.0,0.2,0.2,0.054000000000000006,-3.2,-1.5,-4.6,-0.1,498,NYK,341831,1645357,,,,,,427289
153,henry ellenson,PF,22.0,TOT,16.0,206.0,12.2,0.516,0.395,0.25,2.0,26.4,13.8,10.5,1.6,0.0,9.6,19.3,0.0,0.2,0.2,0.054000000000000006,-3.2,-1.5,-4.6,-0.1,542,NYK,85458,,,,,,,427289
153,henry ellenson,PF,22.0,DET,2.0,25.0,14.8,0.551,0.4,0.2,0.0,40.9,19.7,6.2,0.0,0.0,0.0,18.8,0.0,0.0,0.1,0.147,-3.7,-2.9,-6.7,0.0,355,DET,1857480,,,,,,,1857480
153,henry ellenson,PF,22.0,DET,2.0,25.0,14.8,0.551,0.4,0.2,0.0,40.9,19.7,6.2,0.0,0.0,0.0,18.8,0.0,0.0,0.1,0.147,-3.7,-2.9,-6.7,0.0,498,NYK,341831,1645357,,,,,,427289
153,henry ellenson,PF,22.0,DET,2.0,25.0,14.8,0.551,0.4,0.2,0.0,40.9,19.7,6.2,0.0,0.0,0.0,18.8,0.0,0.0,0.1,0.147,-3.7,-2.9,-6.7,0.0,542,NYK,85458,,,,,,,427289
153,henry ellenson,PF,22.0,NYK,14.0,181.0,11.8,0.51,0.39399999999999996,0.258,2.3,24.4,13.0,11.1,1.9,0.0,10.9,19.4,0.0,0.2,0.2,0.040999999999999995,-3.1,-1.3,-4.3,-0.1,355,DET,1857480,,,,,,,1857480
153,henry ellenson,PF,22.0,NYK,14.0,181.0,11.8,0.51,0.39399999999999996,0.258,2.3,24.4,13.0,11.1,1.9,0.0,10.9,19.4,0.0,0.2,0.2,0.040999999999999995,-3.1,-1.3,-4.3,-0.1,498,NYK,341831,1645357,,,,,,427289
153,henry ellenson,PF,22.0,NYK,14.0,181.0,11.8,0.51,0.39399999999999996,0.258,2.3,24.4,13.0,11.1,1.9,0.0,10.9,19.4,0.0,0.2,0.2,0.040999999999999995,-3.1,-1.3,-4.3,-0.1,542,NYK,85458,,,,,,,427289
154,wayne ellington,SG,31.0,TOT,50.0,1209.0,12.0,0.574,0.815,0.096,1.1,7.9,4.5,8.2,2.0,0.4,7.5,17.1,1.3,1.2,2.5,0.099,1.4,-1.1,0.3,0.7,186,PHO,6270000,,,,,,,6270000
154,wayne ellington,SG,31.0,TOT,50.0,1209.0,12.0,0.574,0.815,0.096,1.1,7.9,4.5,8.2,2.0,0.4,7.5,17.1,1.3,1.2,2.5,0.099,1.4,-1.1,0.3,0.7,318,DET,2383076,,,,,,,2383076
154,wayne ellington,SG,31.0,MIA,25.0,533.0,10.9,0.547,0.8420000000000001,0.087,1.2,8.2,4.7,7.8,2.2,0.5,6.8,16.5,0.4,0.6,1.0,0.091,0.6,-1.0,-0.5,0.2,186,PHO,6270000,,,,,,,6270000
154,wayne ellington,SG,31.0,MIA,25.0,533.0,10.9,0.547,0.8420000000000001,0.087,1.2,8.2,4.7,7.8,2.2,0.5,6.8,16.5,0.4,0.6,1.0,0.091,0.6,-1.0,-0.5,0.2,318,DET,2383076,,,,,,,2383076
154,wayne ellington,SG,31.0,DET,25.0,676.0,12.8,0.594,0.795,0.102,1.1,7.7,4.3,8.5,1.9,0.4,7.9,17.7,0.8,0.6,1.5,0.105,2.0,-1.2,0.8,0.5,186,PHO,6270000,,,,,,,6270000
154,wayne ellington,SG,31.0,DET,25.0,676.0,12.8,0.594,0.795,0.102,1.1,7.7,4.3,8.5,1.9,0.4,7.9,17.7,0.8,0.6,1.5,0.105,2.0,-1.2,0.8,0.5,318,DET,2383076,,,,,,,2383076
155,joel embiid,C,24.0,PHI,64.0,2154.0,26.2,0.593,0.21899999999999997,0.541,8.1,33.9,21.4,18.5,1.0,4.5,13.2,33.3,5.0,3.8,8.8,0.195,2.0,2.2,4.2,3.4,22,PHI,25467250,27270000,29290000,31310000,33330000,,1st Round Pick,25467250
156,james ennis,SF,28.0,TOT,58.0,1230.0,11.0,0.59,0.531,0.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,1.6,1.0,2.6,0.10300000000000001,-0.5,-0.1,-0.7,0.4,379,PHI,1621415,1845301,,,,,,1621415
156,james ennis,SF,28.0,HOU,40.0,949.0,11.3,0.622,0.569,0.275,4.2,9.6,6.8,4.1,2.0,1.4,8.9,11.9,1.4,0.8,2.2,0.11199999999999999,-0.1,0.2,0.1,0.5,379,PHI,1621415,1845301,,,,,,1621415
156,james ennis,SF,28.0,PHI,18.0,281.0,9.9,0.51,0.434,0.27699999999999997,8.9,15.4,12.2,6.8,0.5,2.0,10.6,15.5,0.2,0.2,0.4,0.071,-2.0,-1.2,-3.1,-0.1,379,PHI,1621415,1845301,,,,,,1621415
157,drew eubanks,PF,21.0,SAS,22.0,111.0,15.8,0.667,0.0,0.52,5.9,27.3,16.7,8.5,0.9,3.8,20.7,15.4,0.2,0.1,0.3,0.129,-3.2,1.3,-1.9,0.0,,,,,,,,,,
158,jacob evans,SG,21.0,GSW,28.0,142.0,0.3,0.28800000000000003,0.222,0.027999999999999997,3.1,9.4,6.4,14.3,0.7,0.6,16.1,13.1,-0.3,0.1,-0.2,-0.073,-7.6,-1.7,-9.3,-0.3,375,GSW,1644240,1925880,2017320,3641263,,,1st Round Pick,3570120
159,jawun evans,PG,22.0,PHO,7.0,64.0,0.7,0.231,0.154,0.0,1.7,19.4,10.4,20.0,2.2,0.0,31.6,12.8,-0.2,0.0,-0.2,-0.13699999999999998,-10.2,0.1,-10.0,-0.1,431,LAC,1378242,,,,,,,1378242
160,tyreke evans,SG,29.0,IND,68.0,1376.0,11.1,0.475,0.322,0.24,2.7,13.1,8.0,17.2,2.1,1.2,13.9,26.4,-1.8,2.0,0.1,0.005,-3.5,-0.3,-3.7,-0.6,105,IND,12400000,,,,,,,12400000
161,dante exum,PG,23.0,UTA,42.0,664.0,11.2,0.516,0.257,0.35700000000000004,2.7,8.3,5.5,24.1,1.0,0.6,15.7,21.3,0.2,0.7,1.0,0.071,-2.6,-1.3,-3.9,-0.3,138,UTA,9600000,9600000,9600000,,,,Cap Space,27300000
162,kenneth faried,C,29.0,TOT,36.0,720.0,21.3,0.62,0.092,0.375,14.3,23.6,18.8,4.7,1.2,2.6,9.8,20.2,2.0,0.9,2.8,0.19,-0.3,-0.9,-1.3,0.1,91,BRK,13764045,,,,,,,13764045
162,kenneth faried,C,29.0,TOT,36.0,720.0,21.3,0.62,0.092,0.375,14.3,23.6,18.8,4.7,1.2,2.6,9.8,20.2,2.0,0.9,2.8,0.19,-0.3,-0.9,-1.3,0.1,460,HOU,917272,,,,,,,917272
162,kenneth faried,C,29.0,BRK,12.0,118.0,20.5,0.622,0.11900000000000001,0.381,13.5,25.7,19.6,2.8,0.8,2.7,10.9,19.6,0.2,0.2,0.4,0.166,-2.0,-1.6,-3.5,0.0,91,BRK,13764045,,,,,,,13764045
162,kenneth faried,C,29.0,BRK,12.0,118.0,20.5,0.622,0.11900000000000001,0.381,13.5,25.7,19.6,2.8,0.8,2.7,10.9,19.6,0.2,0.2,0.4,0.166,-2.0,-1.6,-3.5,0.0,460,HOU,917272,,,,,,,917272
162,kenneth faried,C,29.0,HOU,24.0,602.0,21.5,0.619,0.087,0.374,14.4,23.2,18.7,5.0,1.2,2.5,9.6,20.4,1.7,0.7,2.4,0.19399999999999998,0.0,-0.8,-0.8,0.2,91,BRK,13764045,,,,,,,13764045
162,kenneth faried,C,29.0,HOU,24.0,602.0,21.5,0.619,0.087,0.374,14.4,23.2,18.7,5.0,1.2,2.5,9.6,20.4,1.7,0.7,2.4,0.19399999999999998,0.0,-0.8,-0.8,0.2,460,HOU,917272,,,,,,,917272
163,derrick favors,C,27.0,UTA,75.0,1744.0,21.9,0.624,0.127,0.371,12.9,21.3,17.2,8.0,1.5,4.8,10.3,19.3,4.5,3.5,7.9,0.21899999999999997,1.2,3.3,4.4,2.8,67,UTA,16900000,16900000,,,,,,16000000
164,cristiano felicio,C,26.0,CHI,58.0,707.0,13.8,0.579,0.023,0.395,11.6,19.9,15.7,7.4,0.7,0.9,13.7,14.4,1.0,0.4,1.4,0.094,-2.1,-1.0,-3.2,-0.2,152,CHI,8470980,8156500,7529020,,,,Cap space,24156500
165,raymond felton,PG,34.0,OKC,30.0,335.0,10.5,0.485,0.418,0.107,1.2,7.7,4.3,17.1,1.4,1.5,9.2,17.1,0.1,0.4,0.5,0.069,-3.0,-1.7,-4.7,-0.2,303,OKC,2393887,,,,,,Minimum Salary,2393887
166,terrance ferguson,SG,20.0,OKC,71.0,1847.0,6.1,0.556,0.67,0.11800000000000001,1.7,5.6,3.6,4.4,1.0,0.7,9.0,10.3,1.0,1.6,2.6,0.068,-1.7,-0.5,-2.2,-0.1,337,OKC,2118840,2475840,3944013,,,,1st Round Pick,4594680
167,yogi ferrell,PG,25.0,SAC,69.0,1019.0,12.5,0.5489999999999999,0.42,0.201,1.2,9.6,5.3,17.1,1.5,0.3,9.7,16.3,1.2,0.7,1.8,0.087,-0.7,-1.8,-2.5,-0.1,270,SAC,3000000,3150000,,,,,Cap Space,3000000
168,dorian finney-smith,SF,25.0,DAL,78.0,1901.0,11.0,0.536,0.488,0.204,7.2,13.3,10.3,6.7,1.7,1.6,11.7,13.7,1.2,1.9,3.1,0.079,-1.0,1.2,0.2,1.1,405,DAL,1544951,,,,,,Minimum Salary,1544951
169,bryn forbes,SG,25.0,SAS,80.0,2236.0,12.0,0.586,0.521,0.1,0.8,10.3,5.6,10.5,1.0,0.2,8.9,17.4,2.4,1.2,3.5,0.076,1.0,-1.8,-0.8,0.7,266,SAS,3125000,2875000,,,,,Early Bird Rights,6000000
170,evan fournier,SG,26.0,ORL,79.0,2486.0,12.2,0.535,0.423,0.156,1.6,9.3,5.4,17.8,1.4,0.4,12.0,22.1,0.7,2.4,3.1,0.06,-0.4,-1.1,-1.5,0.3,65,ORL,17000000,17000000,17000000,,,,Cap Space,34000000
171,de'aaron fox,PG,21.0,SAC,79.0,2494.0,17.8,0.541,0.212,0.385,1.7,10.8,6.1,32.7,2.4,1.5,15.1,24.5,2.8,2.5,5.3,0.102,0.8,0.0,0.8,1.8,198,SAC,5470920,6392760,8099627,,,,1st Round Pick,11863680
172,melvin frazier,SG,22.0,ORL,10.0,44.0,1.2,0.33,0.28600000000000003,0.19,7.2,4.9,6.1,3.4,1.1,0.0,4.2,23.5,-0.2,0.0,-0.1,-0.133,-8.4,-4.4,-12.9,-0.1,451,ORL,1050000,1416852,1663861,,,,MLE,2466852
173,tim frazier,PG,28.0,TOT,57.0,1048.0,11.2,0.54,0.405,0.203,3.8,11.4,7.7,27.7,1.2,0.3,21.9,12.7,1.1,0.6,1.7,0.078,-1.1,-1.4,-2.5,-0.1,381,NOP,1621415,,,,,,,1621415
173,tim frazier,PG,28.0,TOT,57.0,1048.0,11.2,0.54,0.405,0.203,3.8,11.4,7.7,27.7,1.2,0.3,21.9,12.7,1.1,0.6,1.7,0.078,-1.1,-1.4,-2.5,-0.1,510,MIL,205098,,,,,,,205098
173,tim frazier,PG,28.0,NOP,47.0,909.0,11.7,0.552,0.395,0.21,3.7,11.8,7.8,28.1,1.3,0.4,22.0,12.3,1.1,0.4,1.5,0.081,-0.8,-1.4,-2.2,0.0,381,NOP,1621415,,,,,,,1621415
173,tim frazier,PG,28.0,NOP,47.0,909.0,11.7,0.552,0.395,0.21,3.7,11.8,7.8,28.1,1.3,0.4,22.0,12.3,1.1,0.4,1.5,0.081,-0.8,-1.4,-2.2,0.0,510,MIL,205098,,,,,,,205098
173,tim frazier,PG,28.0,MIL,10.0,139.0,8.6,0.479,0.45899999999999996,0.162,4.7,8.3,6.6,25.2,1.0,0.0,21.7,15.3,0.0,0.2,0.2,0.06,-3.0,-1.6,-4.6,-0.1,381,NOP,1621415,,,,,,,1621415
173,tim frazier,PG,28.0,MIL,10.0,139.0,8.6,0.479,0.45899999999999996,0.162,4.7,8.3,6.6,25.2,1.0,0.0,21.7,15.3,0.0,0.2,0.2,0.06,-3.0,-1.6,-4.6,-0.1,510,MIL,205098,,,,,,,205098
174,jimmer fredette,SG,29.0,PHO,4.0,46.0,4.8,0.39799999999999996,0.4,0.24,0.0,9.8,4.8,10.0,3.1,0.0,12.6,29.6,-0.2,0.0,-0.2,-0.166,-8.2,-4.2,-12.4,-0.1,512,PHO,198580,1416852,,,,,,198580
