,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
380,282,Jeremy Lamb,SG,26,CHO,64,1841,16.6,.548,.332,.262,2.8,18.2,10.4,12.0,1.7,1.2,7.4,22.2,,2.4,1.7,4.0,.105,,0.2,-0.6,-0.4,0.8
381,283,Zach LaVine,SG,23,CHI,60,2071,18.8,.573,.282,.325,1.9,12.7,7.3,22.6,1.3,1.1,14.0,30.6,,1.7,1.1,2.8,.065,,1.8,-1.7,0.1,1.1
382,284,Jake Layman,SF,24,POR,55,1023,14.8,.618,.435,.137,5.3,13.0,9.2,5.6,1.2,2.0,9.4,15.9,,1.8,0.9,2.7,.126,,0.9,-0.5,0.5,0.6
383,285,T.J. Leaf,PF,21,IND,46,406,15.3,.568,.191,.154,7.9,18.2,13.1,6.5,0.6,2.9,6.4,16.7,,0.6,0.6,1.1,.134,,-1.7,-0.3,-2.0,0.0
384,286,Courtney Lee,SG,33,TOT,23,278,10.9,.516,.413,.253,2.6,10.1,6.2,11.7,2.3,0.9,8.8,14.0,,0.2,0.2,0.4,.067,,-2.0,-0.3,-2.3,0.0
385,286,Courtney Lee,SG,33,NYK,12,160,13.8,.527,.340,.298,3.8,14.2,8.8,15.0,2.4,1.1,8.6,15.4,,0.2,0.1,0.3,.089,,-1.0,0.0,-1.1,0.0
386,286,Courtney Lee,SG,33,DAL,11,118,6.9,.497,.536,.179,0.9,4.5,2.7,7.2,2.1,0.7,9.0,12.1,,0.0,0.1,0.1,.037,,-3.3,-0.7,-4.0,-0.1
387,287,Damion Lee,SG,26,GSW,23,276,10.0,.572,.552,.172,2.8,13.1,8.1,2.4,1.7,0.0,8.8,15.8,,0.2,0.2,0.4,.065,,-1.7,-2.9,-4.6,-0.2
388,288,Alex Len,C,25,ATL,64,1252,16.1,.561,.273,.352,11.0,19.3,15.1,7.8,0.9,3.9,13.0,21.9,,1.3,0.9,2.2,.084,,-1.2,-0.7,-1.9,0.0
389,289,Kawhi Leonard,SF,27,TOR,49,1683,26.3,.608,.258,.390,4.1,18.8,11.5,15.8,2.6,1.0,8.3,30.1,,5.3,2.7,8.0,.228,,4.5,0.7,5.2,3.0
390,290,Meyers Leonard,C,26,POR,55,781,15.8,.673,.475,.203,5.9,21.9,14.1,11.6,0.8,0.9,13.9,14.9,,1.9,0.8,2.6,.161,,1.7,-0.3,1.4,0.7
391,291,Jon Leuer,PF,29,DET,36,379,13.6,.620,.092,.284,7.0,20.5,13.5,5.8,1.5,0.9,15.8,16.5,,0.4,0.5,0.9,.115,,-2.8,0.2,-2.6,-0.1
392,292,Caris LeVert,SF,24,BRK,27,730,14.6,.513,.324,.247,3.1,12.7,7.9,21.6,2.0,1.2,12.9,25.1,,0.1,0.8,0.9,.061,,-0.9,0.3,-0.6,0.3
393,293,Damian Lillard,PG,28,POR,65,2304,23.8,.591,.407,.348,2.6,10.9,6.8,29.2,1.5,1.0,10.9,29.6,,7.7,1.9,9.7,.202,,6.3,-1.2,5.1,4.1
394,294,Jeremy Lin,PG,30,TOT,61,1209,14.4,.567,.343,.400,1.7,10.9,6.3,25.5,1.7,0.7,17.2,22.5,,1.2,0.7,1.8,.073,,-0.6,-2.2,-2.8,-0.3
395,294,Jeremy Lin,PG,30,ATL,51,1003,16.0,.594,.342,.435,1.7,11.1,6.3,27.1,1.8,0.6,17.6,22.7,,1.5,0.5,2.0,.095,,0.2,-2.4,-2.2,0.0
396,294,Jeremy Lin,PG,30,TOR,10,206,6.6,.431,.346,.235,2.1,9.8,6.0,17.3,1.2,1.2,15.2,21.8,,-0.3,0.2,-0.1,-0.032,,-4.9,-1.1,-6.0,-0.2
397,295,Shaun Livingston,PG,33,GSW,52,793,11.7,.532,.011,.254,5.0,7.9,6.5,15.5,1.6,2.5,14.1,12.6,,0.9,0.6,1.5,.091,,-2.2,0.3,-1.9,0.0
398,296,Zach Lofton,SG,26,DET,1,4,-10.0,.000,1.000,.000,0.0,0.0,0.0,0.0,12.2,0.0,50.0,21.4,,-0.1,0.0,0.0,-0.443,,-16.8,8.2,-8.6,0.0
399,297,Kevon Looney,C,22,GSW,64,1266,16.7,.623,.036,.331,14.3,16.5,15.4,11.0,1.4,3.2,12.0,12.3,,3.4,1.4,4.8,.181,,1.6,1.8,3.4,1.7
400,298,Brook Lopez,C,30,MIL,67,1894,14.5,.599,.663,.145,1.6,14.2,8.2,5.0,1.0,6.5,8.8,16.8,,1.9,3.5,5.4,.136,,-0.1,2.7,2.6,2.2
401,299,Robin Lopez,C,30,CHI,60,1216,14.8,.590,.058,.228,9.1,10.3,9.7,8.2,0.4,4.7,15.4,18.5,,1.1,0.7,1.7,.069,,-1.8,0.3,-1.5,0.1
402,300,Kevin Love,PF,30,CLE,14,382,22.3,.582,.522,.495,7.5,40.0,23.1,13.7,0.5,0.7,10.8,28.7,,1.0,0.3,1.2,.156,,2.5,-2.5,-0.1,0.2
403,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
404,301,Kyle Lowry,PG,32,TOR,56,1945,17.0,.567,.605,.267,2.1,12.5,7.4,35.7,1.9,1.2,18.1,19.6,,3.5,2.4,5.9,.147,,2.9,0.3,3.2,2.5
405,302,Jordan Loyd,PG,25,TOR,8,36,10.9,.606,.455,.455,3.0,17.7,10.5,7.6,0.0,0.0,13.2,18.0,,0.0,0.0,0.1,.101,,-2.0,-2.8,-4.8,0.0
406,303,Kalin Lucas,PG,29,DET,1,6,16.6,.532,1.000,2.000,0.0,56.4,27.3,20.6,0.0,0.0,0.0,13.4,,0.0,0.0,0.0,.238,,-1.0,0.7,-0.3,0.0
407,304,Timothe Luwawu-Cabarrot,SF-SG,23,TOT,36,345,4.5,.411,.536,.170,1.8,14.4,8.1,4.7,1.7,0.7,9.7,16.5,,-0.6,0.3,-0.3,-0.037,,-5.8,-1.6,-7.4,-0.5
408,304,Timothe Luwawu-Cabarrot,SF,23,OKC,21,123,3.5,.383,.512,.140,3.3,11.9,7.5,4.2,1.5,0.7,9.9,16.7,,-0.2,0.1,-0.1,-0.031,,-6.6,-1.8,-8.5,-0.2
409,304,Timothe Luwawu-Cabarrot,SG,23,CHI,15,222,5.1,.428,.551,.188,1.0,15.8,8.4,5.0,1.7,0.8,9.7,16.3,,-0.4,0.2,-0.2,-0.040,,-5.3,-1.5,-6.8,-0.3
410,305,Tyler Lydon,PF,22,DEN,24,90,8.1,.573,.588,.176,7.2,13.3,10.2,7.0,1.1,0.0,17.9,10.5,,0.1,0.1,0.1,.068,,-1.9,-1.3,-3.2,0.0
411,306,Trey Lyles,PF,23,DEN,55,1024,13.1,.503,.397,.237,4.3,19.4,11.8,10.9,1.3,2.0,10.8,23.4,,0.0,1.2,1.2,.058,,-2.3,-0.8,-3.1,-0.3
412,307,Shelvin Mack,PG,28,TOT,55,1228,10.9,.494,.323,.207,1.6,8.0,4.8,23.2,1.9,0.3,12.7,18.2,,0.0,1.3,1.2,.048,,-2.3,-1.3,-3.6,-0.5
413,307,Shelvin Mack,PG,28,MEM,53,1204,11.1,.499,.329,.193,1.7,8.0,4.8,23.5,1.9,0.3,12.8,18.1,,0.1,1.2,1.3,.051,,-2.1,-1.3,-3.4,-0.4
414,307,Shelvin Mack,PG,28,CHO,2,24,0.6,.298,.000,1.000,0.0,9.1,4.5,5.3,4.0,0.0,9.0,19.8,,-0.1,0.0,-0.1,-0.139,,-10.9,-0.8,-11.6,-0.1
415,308,Daryl Macon,SG,23,DAL,4,8,19.6,1.000,.000,.000,0.0,0.0,0.0,0.0,6.1,0.0,33.3,16.1,,0.0,0.0,0.0,.082,,-0.5,1.6,1.0,0.0
416,309,J.P. Macura,SG,23,CHO,1,14,0.5,.250,.500,.000,0.0,15.6,7.7,20.7,0.0,0.0,0.0,24.5,,-0.1,0.0,-0.1,-0.212,,-8.2,-4.9,-13.2,0.0
417,310,Ian Mahinmi,C,32,WAS,31,445,12.4,.567,.145,.723,9.4,16.9,13.1,6.9,2.5,2.9,15.5,12.3,,0.5,0.5,1.0,.105,,-2.1,1.7,-0.4,0.2
418,311,Thon Maker,C-PF,21,TOT,48,621,11.8,.520,.563,.266,4.7,17.4,11.3,7.2,1.1,4.2,8.1,15.9,,0.3,1.0,1.4,.106,,-2.2,1.4,-0.8,0.2
419,311,Thon Maker,C,21,MIL,35,409,13.0,.546,.582,.276,4.5,18.8,12.0,5.8,1.1,3.7,5.7,16.4,,0.4,0.7,1.1,.134,,-1.5,0.6,-0.8,0.1
420,311,Thon Maker,PF,21,DET,13,212,9.5,.460,.517,.241,5.0,14.9,9.8,9.9,1.2,5.2,13.5,15.0,,-0.1,0.3,0.2,.052,,-3.6,2.8,-0.8,0.1
421,312,Boban Marjanovic,C,30,TOT,43,495,24.3,.675,.017,.612,14.9,26.8,21.0,10.4,1.2,3.7,17.5,23.3,,1.5,0.7,2.2,.213,,1.0,0.8,1.8,0.5
422,312,Boban Marjanovic,C,30,LAC,36,376,25.1,.666,.014,.679,16.1,26.4,21.4,9.4,1.4,3.6,16.9,24.6,,1.2,0.6,1.7,.223,,1.3,0.5,1.8,0.4
423,312,Boban Marjanovic,C,30,PHI,7,119,21.8,.713,.026,.368,11.1,27.9,19.7,13.4,0.8,3.9,19.9,19.5,,0.3,0.2,0.5,.182,,0.2,1.7,1.9,0.1
424,313,Lauri Markkanen,PF,21,CHI,45,1485,17.6,.561,.425,.243,4.3,26.2,15.2,7.2,1.1,1.6,8.4,24.9,,1.4,1.4,2.8,.090,,0.0,-1.6,-1.5,0.2
425,314,Jarell Martin,PF,24,ORL,34,273,10.2,.550,.483,.103,3.1,19.9,11.4,8.0,0.4,2.4,10.8,16.3,,0.1,0.3,0.4,.070,,-3.2,-0.6,-3.8,-0.1
426,315,Frank Mason,PG,24,SAC,34,395,12.7,.499,.352,.373,1.0,9.0,4.9,28.0,1.9,0.9,15.4,20.4,,0.1,0.3,0.4,.050,,-2.1,-2.1,-4.2,-0.2
427,316,Wesley Matthews,SF-SG,32,TOT,57,1731,10.9,.553,.584,.247,1.4,7.0,4.3,11.2,1.3,0.7,10.3,18.2,,1.3,1.2,2.5,.069,,0.0,-1.3,-1.4,0.3
428,316,Wesley Matthews,SF,32,DAL,44,1312,11.4,.556,.561,.235,1.7,6.6,4.2,11.8,1.2,0.8,10.1,18.8,,1.1,0.8,1.9,.069,,0.1,-1.4,-1.3,0.2
429,316,Wesley Matthews,SG,32,NYK,2,54,2.9,.330,.526,.263,1.9,4.0,2.9,12.8,0.9,1.6,8.6,18.2,,-0.1,0.0,-0.1,-0.111,,-6.1,-3.2,-9.3,-0.1
430,316,Wesley Matthews,SG,32,IND,11,365,10.1,.582,.702,.298,0.6,8.6,4.7,8.8,1.6,0.2,11.3,15.9,,0.3,0.4,0.7,.094,,0.3,-0.9,-0.6,0.1
431,317,Luc Mbah a Moute,PF,32,LAC,4,61,6.8,.495,.333,.278,3.6,8.4,6.1,4.6,0.8,1.3,9.0,15.4,,0.0,0.0,0.0,.013,,-3.2,-1.9,-5.1,0.0
432,318,Tahjere McCall,SG,24,BRK,1,8,9.7,.581,.333,.333,0.0,13.2,6.6,0.0,0.0,0.0,0.0,18.2,,0.0,0.0,0.0,.055,,-3.8,-6.0,-9.8,0.0
433,319,Patrick McCaw,SG,23,TOT,22,289,8.2,.510,.471,.216,2.7,11.9,7.3,10.1,3.0,0.3,17.7,10.1,,0.0,0.4,0.4,.066,,-2.6,1.5,-1.1,0.1
434,319,Patrick McCaw,SG,23,CLE,3,53,-0.7,.278,.444,.000,0.0,6.5,3.1,5.0,1.9,0.0,25.0,9.9,,-0.2,0.0,-0.1,-0.135,,-8.1,-1.1,-9.2,-0.1
435,319,Patrick McCaw,SG,23,TOR,19,236,10.2,.555,.476,.262,3.2,13.1,8.2,11.2,3.2,0.3,16.1,10.1,,0.2,0.4,0.5,.111,,-1.3,2.1,0.8,0.2
436,320,CJ McCollum,SG,27,POR,65,2225,17.0,.555,.358,.156,2.8,9.7,6.3,13.3,1.1,0.9,7.7,25.6,,3.6,1.5,5.1,.111,,2.0,-1.9,0.0,1.1
437,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
438,321,T.J. McConnell,PG,26,PHI,61,1230,14.1,.568,.109,.101,2.1,9.7,6.0,26.5,2.8,0.9,17.9,14.7,,1.3,1.5,2.9,.112,,-1.2,0.3,-0.9,0.3
439,322,Doug McDermott,SF,27,IND,62,1053,11.2,.621,.547,.222,1.3,7.5,4.5,7.1,0.7,0.6,9.1,15.6,,1.4,0.9,2.3,.107,,0.0,-1.9,-1.9,0.0
440,323,JaVale McGee,C,31,LAL,59,1236,21.1,.629,.017,.246,11.6,20.5,16.2,4.7,1.3,7.1,13.5,20.1,,2.1,2.0,4.1,.159,,-1.2,2.5,1.2,1.0
441,324,Rodney McGruder,SG,27,MIA,60,1480,9.8,.522,.494,.158,3.9,12.3,8.1,10.5,1.2,0.7,11.4,15.5,,0.7,1.3,2.0,.064,,-1.4,-0.3,-1.7,0.1
442,325,Alfonzo McKinnie,SF,26,GSW,56,773,11.1,.562,.411,.155,9.8,16.1,13.1,4.0,0.8,1.2,9.7,14.2,,0.9,0.6,1.5,.091,,-0.9,-2.0,-2.9,-0.2
443,326,Ben McLemore,SG,25,SAC,19,158,10.5,.541,.641,.188,1.9,9.2,5.5,3.5,1.8,1.6,6.7,19.4,,0.1,0.1,0.2,.058,,-1.1,-2.4,-3.5,-0.1
444,327,Jordan McRae,SG,27,WAS,19,172,13.6,.568,.227,.182,2.5,11.0,6.7,9.4,1.6,2.5,11.2,19.8,,0.1,0.1,0.2,.044,,-2.8,-1.6,-4.5,-0.1
445,328,Jodie Meeks,SG,31,TOR,2,24,15.9,.577,.615,.000,0.0,17.7,9.0,6.7,0.0,0.0,0.0,23.1,,0.0,0.0,0.1,.121,,1.1,-4.9,-3.8,0.0
446,329,Salah Mejri,C,32,DAL,24,215,12.8,.503,.167,.271,10.6,21.3,16.0,11.3,1.4,4.0,14.3,12.5,,0.2,0.3,0.5,.108,,-3.0,3.0,0.0,0.1
447,330,De'Anthony Melton,PG,20,PHO,39,742,10.0,.454,.397,.086,2.8,12.1,7.4,23.2,3.4,2.0,20.5,15.8,,-0.6,0.7,0.0,.002,,-3.4,1.0,-2.4,-0.1
448,331,Chimezie Metu,PF,21,SAS,28,140,6.0,.382,.037,.315,7.1,19.3,13.2,12.3,2.1,1.2,19.6,24.0,,-0.5,0.2,-0.3,-0.107,,-8.8,-0.3,-9.1,-0.3
449,332,Khris Middleton,SF,27,MIL,64,1997,15.7,.552,.425,.247,2.1,16.7,9.8,19.3,1.6,0.2,12.6,24.3,,1.9,3.0,4.9,.117,,0.3,0.1,0.4,1.2
450,333,C.J. Miles,SF,31,TOT,51,814,8.3,.486,.649,.186,1.8,10.4,6.1,6.3,1.5,1.6,8.2,18.3,,-0.3,0.9,0.6,.034,,-2.4,-1.1,-3.5,-0.3
451,333,C.J. Miles,SF,31,TOR,40,562,8.1,.484,.665,.214,2.3,10.6,6.5,5.3,1.5,1.5,8.5,18.7,,-0.2,0.6,0.4,.035,,-2.3,-1.2,-3.5,-0.2
452,333,C.J. Miles,SF,31,MEM,11,252,8.7,.492,.612,.118,0.4,10.0,5.2,8.5,1.4,1.9,7.3,17.2,,-0.1,0.3,0.2,.032,,-2.7,-0.8,-3.5,-0.1
453,334,Darius Miller,SF,28,NOP,61,1548,8.5,.554,.769,.138,0.8,6.5,3.7,9.7,1.1,1.2,9.4,13.1,,1.1,0.6,1.7,.053,,0.2,-1.5,-1.3,0.3
454,335,Malcolm Miller,SF,25,TOR,4,16,29.5,.750,.800,.000,0.0,6.6,3.4,11.2,0.0,0.0,0.0,26.7,,0.1,0.0,0.1,.270,,11.2,-7.0,4.1,0.0
455,336,Patty Mills,PG,30,SAS,67,1581,13.3,.577,.591,.168,1.5,9.2,5.4,17.2,1.3,0.5,12.0,18.3,,1.9,0.9,2.8,.086,,1.6,-2.0,-0.4,0.6
456,337,Paul Millsap,PF,33,DEN,54,1424,18.5,.567,.232,.382,8.9,20.2,14.5,10.0,2.5,3.0,10.7,19.8,,2.4,2.3,4.7,.160,,0.5,2.1,2.6,1.7
457,338,Shake Milton,SG,22,PHI,13,126,14.9,.560,.543,.109,6.1,10.7,8.5,14.9,1.5,1.9,5.9,17.1,,0.2,0.1,0.4,.143,,1.4,-1.0,0.4,0.1
458,339,Nikola Mirotic,PF,27,TOT,42,1144,17.7,.589,.588,.225,4.9,23.6,14.5,6.0,1.1,2.3,7.2,21.5,,2.0,1.3,3.3,.140,,1.5,-1.3,0.2,0.6
459,339,Nikola Mirotic,PF,27,NOP,32,925,17.7,.591,.568,.248,5.3,24.2,14.9,5.3,1.1,2.2,7.6,21.7,,1.7,0.9,2.6,.133,,1.5,-1.7,-0.2,0.4
460,339,Nikola Mirotic,PF,27,MIL,10,219,17.6,.578,.674,.126,3.5,21.3,12.9,8.9,1.5,2.7,5.6,20.4,,0.4,0.4,0.8,.170,,1.2,0.3,1.6,0.2
461,340,Donovan Mitchell,SG,22,UTA,62,2098,16.5,.524,.342,.258,2.5,10.4,6.5,21.5,2.1,1.0,11.6,32.1,,0.2,2.8,3.0,.070,,0.3,-0.3,0.0,1.1
462,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
463,341,Naz Mitrou-Long,SG,25,UTA,10,39,-2.9,.313,.750,.000,0.0,5.5,2.8,13.3,0.0,0.0,27.3,12.1,,-0.1,0.0,-0.1,-0.103,,-8.3,-2.4,-10.8,-0.1
464,342,Malik Monk,SG,20,CHO,60,1057,12.2,.516,.550,.183,1.3,9.4,5.3,15.1,1.4,1.2,11.9,25.6,,-0.3,0.6,0.3,.013,,-0.9,-3.1,-4.0,-0.5
465,343,Greg Monroe,C,28,TOR,38,423,13.6,.487,.025,.379,15.5,24.1,19.9,5.4,1.5,1.6,14.2,22.1,,0.0,0.7,0.6,.069,,-4.6,-0.6,-5.2,-0.3
466,344,E'Twaun Moore,SF,29,NOP,53,1463,11.6,.567,.331,.111,2.5,6.5,4.5,9.5,1.3,0.4,9.6,17.4,,1.3,0.5,1.8,.058,,-0.1,-2.0,-2.1,0.0
467,345,Eric Moreland,PF,27,PHO,1,5,3.9,,,,0.0,68.2,33.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.078,,-14.1,-3.9,-18.0,0.0
468,346,Jaylen Morris,SG,23,MIL,4,29,12.3,.460,.300,.200,0.0,16.7,8.8,18.2,3.2,0.0,8.4,17.2,,0.0,0.1,0.1,.086,,-3.7,0.9,-2.9,0.0
469,347,Marcus Morris,PF,29,BOS,63,1729,14.8,.582,.467,.195,3.6,19.7,11.6,7.6,0.9,0.9,9.1,21.1,,2.0,2.1,4.1,.114,,0.0,-1.2,-1.2,0.3
470,348,Markieff Morris,PF,29,TOT,44,1054,11.9,.532,.423,.215,4.8,17.6,11.1,9.1,1.3,1.8,10.2,19.2,,0.5,0.8,1.3,.057,,-1.6,-1.0,-2.6,-0.2
471,348,Markieff Morris,PF,29,WAS,34,883,12.2,.543,.439,.223,5.0,16.7,10.8,9.6,1.3,1.9,11.5,19.5,,0.4,0.5,0.9,.051,,-1.2,-0.9,-2.1,0.0
472,348,Markieff Morris,PF,29,OKC,10,171,10.3,.477,.343,.179,3.5,22.1,12.6,6.4,0.8,1.0,2.7,17.6,,0.1,0.2,0.3,.089,,-3.9,-1.5,-5.4,-0.1
473,349,Monte Morris,PG,23,DEN,65,1576,16.2,.569,.312,.112,1.8,9.7,5.7,22.2,1.8,0.2,6.6,17.0,,3.5,1.4,4.9,.150,,1.4,-1.3,0.1,0.9
474,350,Johnathan Motley,PF,23,LAC,17,134,16.5,.539,.048,.540,12.3,19.1,15.8,9.7,1.4,1.2,15.2,29.0,,0.0,0.1,0.2,.061,,-3.0,-2.1,-5.0,-0.1
475,351,Emmanuel Mudiay,PG,22,NYK,48,1245,14.7,.528,.275,.238,2.3,10.6,6.3,23.9,1.5,1.0,14.8,25.6,,0.0,0.6,0.6,.023,,-0.5,-1.8,-2.3,-0.1
476,352,Jamal Murray,PG,21,DEN,59,1945,15.1,.529,.350,.184,2.9,10.9,6.9,22.3,1.2,0.9,11.7,25.0,,1.9,1.6,3.5,.087,,0.7,-1.4,-0.6,0.7
477,353,Dzanan Musa,SG,19,BRK,8,34,2.9,.383,.450,.100,3.1,9.3,6.2,5.0,2.8,0.0,16.1,30.9,,-0.2,0.0,-0.2,-0.224,,-9.9,-3.4,-13.3,-0.1
478,354,Mike Muscala,PF,27,TOT,54,1111,10.2,.551,.721,.269,5.1,14.4,9.9,7.9,0.8,2.3,11.3,14.3,,0.9,1.1,2.0,.087,,-0.4,-0.2,-0.6,0.4
479,354,Mike Muscala,PF,27,PHI,47,1041,10.4,.560,.716,.277,5.4,14.8,10.3,8.0,0.8,2.0,12.1,14.3,,0.9,1.0,2.0,.090,,-0.2,-0.2,-0.4,0.4
480,354,Mike Muscala,PF,27,LAL,7,70,7.8,.444,.783,.174,1.5,7.2,4.4,7.3,0.0,5.7,0.0,14.7,,0.0,0.1,0.1,.040,,-2.8,-0.7,-3.5,0.0
481,355,Sviatoslav Mykhailiuk,SF-SG,21,TOT,41,434,6.2,.453,.638,.145,2.0,6.3,4.2,11.1,1.4,0.2,12.5,16.1,,-0.4,0.3,-0.1,-0.012,,-3.5,-2.3,-5.9,-0.4
482,355,Sviatoslav Mykhailiuk,SF,21,LAL,39,420,5.9,.451,.644,.152,2.0,6.3,4.2,10.1,1.4,0.2,12.4,15.9,,-0.4,0.3,-0.1,-0.016,,-3.6,-2.2,-5.8,-0.4
483,355,Sviatoslav Mykhailiuk,SG,21,DET,2,14,13.2,.500,.500,.000,0.0,8.1,3.9,43.0,0.0,0.0,14.3,21.4,,0.0,0.0,0.0,.089,,-1.2,-5.9,-7.0,0.0
484,356,Abdel Nader,SF,25,OKC,48,544,9.7,.552,.426,.167,1.9,15.2,8.4,3.7,1.4,1.4,9.4,14.3,,0.3,0.7,1.0,.085,,-3.6,-0.7,-4.3,-0.3
485,357,Larry Nance,C,26,CLE,56,1464,18.2,.581,.184,.301,10.2,23.9,16.8,17.4,2.6,2.0,15.3,15.4,,2.6,1.3,4.0,.130,,1.2,2.5,3.7,2.1
486,358,Shabazz Napier,PG,27,BRK,54,942,15.4,.534,.514,.333,1.6,9.0,5.3,22.3,2.1,1.3,12.0,24.2,,0.9,1.0,1.9,.097,,0.3,-1.1,-0.7,0.3
487,359,Raul Neto,PG,26,UTA,25,300,13.9,.587,.385,.208,1.1,13.3,7.2,28.5,1.4,0.3,17.4,18.1,,0.4,0.4,0.8,.123,,-0.8,-0.9,-1.7,0.0
488,360,Georges Niang,PF,25,UTA,44,314,11.7,.592,.676,.124,2.4,16.4,9.5,9.9,1.1,0.8,10.5,16.8,,0.3,0.4,0.7,.108,,-0.5,-0.8,-1.3,0.1
489,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
490,361,Joakim Noah,C,33,MEM,38,617,18.3,.558,.005,.484,9.6,29.0,19.1,20.9,1.5,4.5,16.3,20.1,,0.7,1.2,1.9,.147,,-2.1,3.9,1.9,0.6
491,362,Nerlens Noel,C,24,OKC,63,894,19.6,.595,.000,.267,12.0,20.8,16.3,5.8,3.2,7.6,12.1,13.9,,1.6,2.2,3.8,.204,,-1.6,5.7,4.0,1.4
492,363,Dirk Nowitzki,PF,40,DAL,35,457,7.9,.452,.610,.156,0.2,18.9,9.6,6.8,0.5,1.9,4.4,21.5,,-0.4,0.4,0.0,.004,,-4.2,-2.3,-6.4,-0.5
493,364,Frank Ntilikina,PG,20,NYK,41,872,6.2,.419,.400,.102,1.2,9.0,4.9,19.2,1.7,1.4,15.8,16.6,,-1.2,0.4,-0.7,-0.041,,-4.3,-1.0,-5.3,-0.7
494,365,James Nunnally,SF,28,TOT,15,102,7.3,.503,.735,.118,0.0,5.4,2.6,9.5,0.5,0.0,2.7,15.3,,0.1,0.0,0.1,.037,,-1.5,-4.9,-6.4,-0.1
495,365,James Nunnally,SF,28,MIN,13,64,12.1,.593,.619,.190,0.0,6.7,3.3,10.8,0.7,0.0,4.2,15.5,,0.1,0.0,0.1,.103,,0.4,-4.4,-4.0,0.0
496,365,James Nunnally,SF,28,HOU,2,38,-0.8,.346,.923,.000,0.0,3.0,1.5,7.3,0.0,0.0,0.0,14.8,,-0.1,0.0,-0.1,-0.074,,-4.8,-5.7,-10.5,-0.1
497,366,Jusuf Nurkic,C,24,POR,65,1774,23.4,.571,.039,.456,13.3,26.4,20.0,18.2,1.8,4.3,14.5,24.2,,4.1,3.0,7.1,.192,,1.6,3.8,5.3,3.3
498,367,David Nwaba,SG,26,CLE,36,673,13.3,.568,.317,.371,4.6,13.6,8.9,9.2,1.8,1.3,8.5,15.4,,0.9,0.2,1.2,.082,,-0.4,-0.9,-1.3,0.1
499,368,Royce O'Neale,SF,25,UTA,66,1294,9.6,.591,.491,.137,1.7,17.1,9.5,10.1,1.7,1.4,16.0,11.6,,0.6,1.9,2.5,.093,,-2.0,2.2,0.2,0.7
500,369,Kyle O'Quinn,C,28,IND,40,339,15.8,.534,.092,.160,9.1,26.3,17.9,20.2,1.2,5.5,18.0,20.0,,0.2,0.7,0.8,.120,,-2.7,3.8,1.1,0.3
501,370,Semi Ojeleye,PF,24,BOS,46,493,8.3,.532,.576,.224,4.5,11.4,7.9,4.8,0.9,0.7,11.0,13.5,,0.1,0.4,0.6,.057,,-2.6,-1.4,-4.0,-0.2
502,371,Jahlil Okafor,C,23,NOP,47,683,18.2,.601,.008,.250,10.4,21.0,15.8,6.0,0.8,3.4,10.8,19.5,,1.2,0.6,1.8,.128,,-1.3,-0.7,-2.0,0.0
503,372,Elie Okobo,PG,21,PHO,43,780,7.0,.469,.445,.168,1.1,10.6,5.8,19.5,1.5,0.5,18.0,17.1,,-0.8,0.2,-0.6,-0.034,,-4.1,-2.2,-6.4,-0.9
504,373,Josh Okogie,SG,20,MIN,59,1343,8.5,.476,.436,.308,2.8,11.2,7.0,6.7,2.2,1.7,10.8,15.8,,-0.4,1.1,0.6,.022,,-2.5,0.2,-2.3,-0.1
505,374,Victor Oladipo,SG,26,IND,36,1147,17.7,.519,.367,.240,2.1,17.1,9.8,25.1,2.6,0.9,11.2,27.9,,0.5,1.9,2.4,.102,,1.2,1.0,2.3,1.2
506,375,Kelly Olynyk,PF,27,MIA,63,1385,15.4,.618,.570,.314,4.6,17.9,11.2,12.3,1.6,1.7,15.2,18.9,,2.0,1.8,3.8,.132,,1.0,0.4,1.4,1.2
507,376,Cedi Osman,SF,23,CLE,61,1935,11.4,.539,.441,.221,1.9,15.3,8.3,12.3,1.2,0.5,11.9,18.8,,0.8,0.3,1.1,.028,,-0.6,-1.6,-2.2,-0.1
508,377,Kelly Oubre,SF,23,TOT,66,1824,14.9,.548,.409,.292,4.0,15.0,9.4,6.7,2.0,2.6,9.6,23.0,,0.8,1.3,2.1,.055,,-1.0,-1.2,-2.2,-0.1
